frame,bbox_topleft_x,bbox_topleft_y,bbox_width,bbox_height,track_id
584,915,95,33,49,1139
585,913,96,33,48,1139
586,914,95,34,48,1139
587,915,95,34,49,1139
588,917,94,33,49,1139
589,917,94,33,49,1139
590,918,94,33,49,1139
591,918,94,33,49,1139
592,916,94,33,49,1139
593,917,93,33,50,1139
594,918,93,33,50,1139
595,917,93,33,50,1139
596,916,93,33,50,1139
597,916,93,34,50,1139
598,916,93,34,50,1139
599,914,93,34,50,1139
600,916,93,34,50,1139
601,917,93,34,50,1139
602,917,93,34,50,1139
603,915,93,34,50,1139
604,914,94,35,50,1139
605,915,94,34,50,1139
606,919,93,35,50,1139
607,922,93,40,51,1139
608,918,93,38,51,1139
609,916,93,37,50,1139
610,920,93,37,50,1139
611,921,93,41,51,1139
612,921,93,40,51,1139
613,921,93,44,51,1139
614,914,93,45,51,1139
615,912,94,42,50,1139
616,912,94,40,50,1139
617,913,95,38,50,1139
618,917,94,38,50,1139
619,913,95,40,49,1139
620,912,97,41,48,1139
621,915,97,38,48,1139
622,909,98,40,47,1139
623,912,97,39,48,1139
624,913,96,37,48,1139
625,913,95,37,49,1139
626,914,95,36,49,1139
627,914,95,36,50,1139
628,914,94,36,50,1139
629,914,94,35,50,1139
630,915,94,34,50,1139
631,914,94,35,50,1139
632,914,94,35,51,1139
633,914,94,35,51,1139
634,914,94,35,50,1139
635,913,94,35,50,1139
636,914,94,35,50,1139
637,916,95,34,50,1139
638,917,96,34,49,1139
639,914,97,33,48,1139
640,912,97,34,47,1139
641,910,96,35,48,1139
642,909,96,36,48,1139
643,912,96,35,48,1139
644,914,95,34,49,1139
645,914,94,34,49,1139
646,914,94,34,50,1139
647,912,95,34,49,1139
648,914,94,34,50,1139
649,914,94,34,51,1139
650,914,94,35,51,1139
651,914,94,34,51,1139
652,915,94,34,51,1139
653,915,93,34,51,1139
654,915,93,34,51,1139
655,915,93,34,51,1139
656,915,93,34,52,1139
657,915,93,34,51,1139
658,915,93,34,51,1139
659,915,93,33,51,1139
660,915,93,34,51,1139
661,915,93,34,51,1139
662,914,93,34,51,1139
663,914,93,35,51,1139
664,914,93,35,51,1139
665,914,93,35,51,1139
666,914,93,35,51,1139
667,914,94,35,51,1139
668,914,94,35,51,1139
669,914,94,35,51,1139
670,914,94,35,51,1139
671,915,94,35,50,1139
672,915,94,35,50,1139
673,914,94,35,51,1139
674,914,93,35,51,1139
675,916,93,35,51,1139
676,917,93,34,51,1139
677,918,93,34,51,1139
678,918,92,34,51,1139
679,918,92,34,51,1139
680,918,92,34,51,1139
681,915,93,35,51,1139
682,916,93,35,51,1139
683,917,93,34,51,1139
684,917,93,34,51,1139
685,917,93,34,51,1139
686,917,93,34,51,1139
687,917,92,34,51,1139
688,917,93,34,51,1139
689,917,93,33,51,1139
690,917,93,33,51,1139
691,916,94,34,51,1139
692,916,93,34,51,1139
693,917,93,34,51,1139
694,917,92,34,51,1139
695,917,92,34,51,1139
696,917,92,33,50,1139
697,916,92,34,50,1139
698,914,92,35,51,1139
699,913,92,37,51,1139
700,912,92,38,51,1139
701,914,92,37,51,1139
702,915,92,36,50,1139
703,915,92,35,50,1139
704,916,92,34,50,1139
705,915,93,34,50,1139
706,915,93,34,50,1139
707,914,94,35,50,1139
708,914,94,35,50,1139
709,914,94,35,50,1139
710,914,94,36,50,1139
711,914,94,36,50,1139
712,914,94,36,50,1139
713,914,94,36,50,1139
714,913,94,36,50,1139
715,915,94,35,50,1139
716,916,94,35,50,1139
717,916,93,34,50,1139
718,916,93,34,49,1139
719,915,94,34,49,1139
720,915,93,34,49,1139
721,916,93,34,49,1139
722,915,93,34,49,1139
723,915,93,34,49,1139
724,915,93,34,49,1139
725,913,92,34,49,1139
726,912,92,35,49,1139
727,911,92,35,49,1139
728,911,92,35,49,1139
729,903,93,39,49,1139
730,907,93,38,49,1139
731,897,93,42,49,1139
732,893,93,45,49,1139
733,890,94,48,49,1139
734,889,94,50,49,1139
735,888,95,52,49,1139
736,888,95,53,48,1139
737,887,95,54,48,1139
738,887,95,54,48,1139
739,887,95,54,48,1139
740,888,95,54,48,1139
741,888,95,53,48,1139
742,889,95,53,48,1139
743,889,95,53,48,1139
744,884,94,57,49,1139
745,881,93,60,49,1139
746,878,94,53,48,1139
747,880,93,57,49,1139
748,880,93,59,49,1139
749,885,93,58,49,1139
750,882,93,61,49,1139
751,885,93,59,49,1139
752,887,93,57,49,1139
753,887,94,56,49,1139
754,887,94,56,49,1139
755,887,94,56,49,1139
756,888,94,55,49,1139
757,889,95,54,48,1139
758,889,95,54,48,1139
759,888,95,54,48,1139
760,888,95,55,48,1139
761,888,95,55,48,1139
762,888,94,54,48,1139
763,888,94,54,49,1139
764,885,94,55,49,1139
765,884,94,55,49,1139
766,881,93,58,49,1139
767,880,92,61,50,1139
768,879,91,62,50,1139
769,878,91,64,50,1139
770,877,92,65,50,1139
771,877,92,65,50,1139
772,877,92,66,50,1139
773,877,92,66,50,1139
774,877,92,66,50,1139
775,877,92,66,50,1139
776,882,93,63,50,1139
777,884,93,61,49,1139
778,885,94,60,49,1139
779,885,94,59,49,1139
780,886,94,58,48,1139
781,886,95,57,48,1139
782,887,95,56,48,1139
783,887,96,56,48,1139
784,887,96,57,47,1139
785,887,97,56,47,1139
786,887,98,55,46,1139
787,889,98,54,46,1139
788,890,99,54,45,1139
789,889,98,54,45,1139
790,888,97,54,45,1139
791,884,96,57,46,1139
792,882,95,59,47,1139
793,884,95,58,48,1139
794,885,95,57,48,1139
795,885,94,59,48,1139
796,882,94,61,49,1139
797,882,93,62,49,1139
798,882,93,63,50,1139
799,883,93,62,49,1139
800,884,92,62,49,1139
801,885,92,61,48,1139
802,880,92,63,48,1139
803,882,92,63,48,1139
804,885,91,62,46,1139
805,887,90,62,44,1139
806,887,92,59,42,1139
807,900,91,73,51,1139
808,890,88,69,47,1139
809,888,87,66,43,1139
810,889,87,63,40,1139
811,889,88,61,38,1139
536,573,74,86,64,1140
537,572,73,86,64,1140
538,572,73,86,65,1140
539,572,73,86,64,1140
540,572,73,86,64,1140
541,572,73,86,64,1140
542,572,73,86,64,1140
543,572,73,86,64,1140
544,572,73,85,64,1140
545,573,73,85,64,1140
546,573,73,85,63,1140
547,573,73,85,63,1140
548,573,73,85,63,1140
549,573,73,85,63,1140
550,573,73,85,63,1140
551,573,73,85,63,1140
552,573,73,85,64,1140
553,573,73,85,64,1140
554,572,73,85,64,1140
555,573,73,85,64,1140
556,573,74,85,63,1140
557,573,74,84,63,1140
558,573,74,84,63,1140
559,573,74,84,63,1140
560,573,74,84,63,1140
561,573,74,84,63,1140
562,573,74,84,63,1140
563,573,74,84,63,1140
564,573,74,84,63,1140
565,573,74,84,63,1140
566,573,73,84,63,1140
567,573,73,84,63,1140
568,573,73,85,63,1140
569,573,73,85,62,1140
570,573,73,85,62,1140
571,573,73,85,62,1140
572,573,73,85,62,1140
573,573,73,85,62,1140
574,573,74,85,62,1140
575,574,73,85,62,1140
576,574,73,85,62,1140
577,573,73,85,62,1140
578,573,73,85,62,1140
579,573,73,85,62,1140
580,573,74,85,62,1140
581,573,74,85,63,1140
582,573,74,85,63,1140
583,573,74,85,63,1140
584,573,74,85,63,1140
585,573,73,85,63,1140
586,573,73,85,62,1140
587,573,73,85,62,1140
588,573,73,85,62,1140
589,573,73,85,62,1140
590,573,73,85,62,1140
591,573,73,85,62,1140
592,574,73,85,62,1140
593,574,73,85,62,1140
594,573,73,85,62,1140
595,574,73,85,62,1140
596,574,73,85,62,1140
597,574,73,85,61,1140
598,574,72,85,61,1140
599,574,72,85,61,1140
600,574,73,85,61,1140
601,574,76,86,64,1140
602,571,81,88,56,1140
603,569,85,89,51,1140
604,570,81,89,54,1140
605,570,78,88,56,1140
606,571,76,88,58,1140
607,571,74,87,59,1140
608,572,74,87,60,1140
609,573,73,87,60,1140
610,573,73,87,60,1140
611,573,73,86,60,1140
612,573,73,86,61,1140
613,573,73,86,61,1140
614,573,73,85,61,1140
615,573,73,85,61,1140
616,573,73,85,61,1140
617,573,73,85,61,1140
618,573,73,85,61,1140
619,574,74,86,64,1140
620,574,73,86,63,1140
621,574,73,85,62,1140
622,572,75,85,65,1140
623,569,81,88,57,1140
624,570,78,88,59,1140
625,570,76,87,60,1140
626,571,75,86,60,1140
627,572,74,86,60,1140
628,573,74,86,60,1140
629,573,73,86,60,1140
630,574,73,86,59,1140
631,574,73,86,59,1140
632,573,73,86,59,1140
633,573,74,86,60,1140
634,573,73,86,59,1140
635,573,73,86,59,1140
636,573,74,85,59,1140
637,573,74,85,59,1140
638,574,74,85,59,1140
639,574,74,84,59,1140
640,574,74,84,59,1140
641,574,74,84,59,1140
642,574,74,84,59,1140
643,574,74,84,59,1140
644,574,74,84,59,1140
645,572,77,85,62,1140
646,573,74,85,62,1140
647,574,73,85,61,1140
648,573,73,85,61,1140
649,573,73,85,61,1140
650,574,73,85,60,1140
651,574,73,85,60,1140
652,574,73,85,60,1140
653,574,73,85,60,1140
654,573,73,85,60,1140
655,573,74,85,60,1140
656,574,74,85,60,1140
657,573,74,85,60,1140
658,573,74,85,60,1140
659,573,74,85,60,1140
660,574,74,85,60,1140
661,574,74,85,60,1140
662,574,74,85,60,1140
663,574,74,85,60,1140
664,573,74,85,60,1140
665,574,74,85,60,1140
666,574,74,85,59,1140
667,574,74,85,59,1140
668,574,74,85,59,1140
669,574,74,85,59,1140
670,573,74,85,59,1140
671,573,74,85,59,1140
672,573,74,85,59,1140
673,573,74,85,59,1140
674,573,74,85,59,1140
675,573,73,85,59,1140
676,573,73,85,59,1140
677,573,73,85,59,1140
678,573,73,85,59,1140
679,573,73,85,59,1140
680,573,73,85,59,1140
681,574,73,85,59,1140
682,574,73,85,59,1140
683,573,73,85,59,1140
684,574,73,85,60,1140
685,573,73,85,61,1140
686,573,73,85,61,1140
687,573,75,86,62,1140
688,573,74,86,62,1140
689,573,73,86,62,1140
690,573,73,86,61,1140
691,574,73,86,61,1140
692,574,73,85,61,1140
693,574,72,85,61,1140
694,573,72,85,61,1140
695,573,72,85,60,1140
696,573,72,86,60,1140
697,573,72,85,61,1140
698,573,72,86,62,1140
699,573,71,86,61,1140
700,573,71,86,61,1140
701,572,71,87,61,1140
702,572,72,86,61,1140
703,572,72,86,61,1140
704,573,72,86,61,1140
705,573,72,86,60,1140
706,573,72,85,60,1140
707,574,73,85,59,1140
708,574,73,85,59,1140
709,574,73,85,59,1140
710,574,74,85,59,1140
711,575,74,85,59,1140
712,575,74,85,59,1140
713,574,74,85,59,1140
714,574,74,85,59,1140
715,574,74,85,59,1140
716,574,73,86,59,1140
717,574,73,86,59,1140
718,574,73,86,60,1140
719,573,72,86,60,1140
720,573,71,86,60,1140
721,573,71,86,60,1140
722,573,71,87,60,1140
723,573,71,87,60,1140
724,573,71,87,60,1140
725,572,71,87,60,1140
726,572,71,87,61,1140
727,572,71,87,61,1140
728,572,71,86,61,1140
729,573,71,86,61,1140
730,573,71,86,61,1140
731,573,71,86,61,1140
732,572,72,86,61,1140
733,573,72,85,61,1140
734,574,73,85,61,1140
735,574,73,86,60,1140
736,574,73,86,60,1140
737,574,73,86,59,1140
738,574,73,86,59,1140
739,573,73,86,59,1140
740,573,72,86,60,1140
741,573,72,86,60,1140
742,573,71,87,59,1140
743,573,71,87,60,1140
744,572,71,87,60,1140
745,572,71,86,61,1140
746,572,71,86,62,1140
747,572,70,86,62,1140
748,572,70,86,62,1140
749,572,70,86,63,1140
750,572,70,86,63,1140
751,572,70,87,62,1140
752,573,70,87,61,1140
753,572,71,86,62,1140
754,572,72,86,62,1140
755,572,72,86,62,1140
756,573,71,86,62,1140
757,573,71,86,61,1140
758,572,71,86,61,1140
759,572,71,87,60,1140
760,573,72,86,61,1140
761,573,72,86,62,1140
762,573,71,86,61,1140
763,573,71,86,61,1140
764,574,71,86,61,1140
765,573,71,86,61,1140
766,572,71,86,62,1140
767,572,73,86,63,1140
768,571,73,87,65,1140
769,571,74,87,65,1140
770,570,73,87,66,1140
771,570,73,87,66,1140
772,571,71,87,65,1140
773,571,70,87,64,1140
774,572,70,87,63,1140
775,573,70,87,62,1140
776,572,70,87,62,1140
777,572,71,87,62,1140
778,573,72,87,62,1140
779,573,72,87,62,1140
780,573,72,86,62,1140
781,573,72,86,61,1140
782,574,72,86,61,1140
783,573,73,86,61,1140
784,574,73,86,61,1140
785,573,73,86,61,1140
786,573,73,86,61,1140
787,573,73,86,61,1140
788,573,73,86,61,1140
789,573,73,86,62,1140
790,573,72,86,62,1140
791,573,72,86,61,1140
792,573,72,86,62,1140
793,573,72,86,62,1140
794,573,72,86,63,1140
795,573,71,86,63,1140
796,573,71,86,63,1140
797,573,72,86,64,1140
798,573,72,86,64,1140
799,573,72,86,64,1140
800,573,72,87,64,1140
801,573,71,87,64,1140
802,573,71,87,64,1140
803,573,71,87,64,1140
804,573,71,86,64,1140
805,573,71,86,64,1140
806,573,72,86,63,1140
807,573,72,86,63,1140
808,573,72,86,62,1140
809,572,73,86,62,1140
810,573,73,86,62,1140
811,573,73,85,61,1140
812,573,73,85,61,1140
813,573,73,85,61,1140
814,573,73,85,61,1140
815,573,73,85,61,1140
816,574,73,85,61,1140
817,574,73,85,61,1140
818,573,73,85,61,1140
819,573,73,85,61,1140
820,573,73,85,62,1140
821,573,73,85,62,1140
822,573,73,85,62,1140
823,573,73,85,61,1140
824,573,73,85,62,1140
825,573,73,85,62,1140
826,573,72,85,62,1140
827,573,72,85,62,1140
828,573,72,86,62,1140
829,572,71,86,62,1140
830,573,72,86,62,1140
831,573,72,86,62,1140
832,573,72,86,62,1140
833,572,72,86,62,1140
834,573,72,86,62,1140
835,573,72,86,62,1140
836,573,72,86,61,1140
837,573,73,86,61,1140
838,572,73,86,61,1140
839,572,73,86,61,1140
840,573,73,86,61,1140
841,573,73,86,61,1140
842,573,73,86,60,1140
843,573,73,86,60,1140
844,573,74,86,60,1140
845,573,74,86,60,1140
846,573,73,86,60,1140
847,573,73,86,60,1140
848,572,73,86,61,1140
849,572,73,86,61,1140
850,572,73,86,62,1140
851,572,72,86,62,1140
852,572,72,86,62,1140
853,572,72,86,62,1140
854,572,71,86,62,1140
855,572,71,87,61,1140
856,571,71,87,61,1140
857,571,72,87,61,1140
858,572,72,87,61,1140
859,572,73,87,61,1140
860,572,73,87,61,1140
861,572,73,87,61,1140
862,572,73,87,61,1140
863,572,73,87,61,1140
864,572,73,86,60,1140
865,572,73,86,60,1140
866,573,73,86,60,1140
867,573,73,86,60,1140
868,573,74,86,60,1140
869,573,74,86,59,1140
870,573,74,87,59,1140
871,573,74,87,59,1140
872,573,74,87,59,1140
873,573,74,86,60,1140
874,572,74,86,61,1140
875,572,73,87,61,1140
876,572,73,87,62,1140
877,572,72,86,62,1140
878,572,72,86,62,1140
879,572,72,86,61,1140
880,572,72,86,61,1140
881,573,72,86,61,1140
882,572,72,86,61,1140
883,572,72,86,61,1140
884,572,72,86,61,1140
885,572,72,86,61,1140
886,572,73,86,61,1140
887,572,73,86,60,1140
888,572,73,86,61,1140
889,572,73,86,61,1140
890,572,73,86,61,1140
891,573,73,86,60,1140
892,573,73,86,60,1140
893,573,73,86,59,1140
894,573,73,86,59,1140
895,573,73,86,59,1140
896,573,74,86,59,1140
897,573,74,86,59,1140
898,573,74,86,59,1140
899,572,73,86,59,1140
900,572,73,86,60,1140
901,572,73,86,60,1140
902,573,73,86,61,1140
903,572,74,86,62,1140
904,572,73,87,63,1140
905,572,73,87,63,1140
906,571,73,88,65,1140
907,571,74,88,66,1140
908,573,69,88,72,1140
909,571,70,88,70,1140
910,571,71,88,68,1140
911,571,71,88,67,1140
912,572,71,88,65,1140
913,572,72,89,64,1140
914,572,72,88,62,1140
915,572,72,88,62,1140
916,572,73,88,61,1140
917,573,73,88,61,1140
918,573,73,87,61,1140
919,573,73,87,61,1140
920,573,73,87,60,1140
921,573,73,87,60,1140
922,573,73,86,60,1140
923,573,73,86,60,1140
924,573,73,86,60,1140
925,573,73,86,60,1140
926,573,73,86,60,1140
927,573,73,86,60,1140
928,573,73,86,60,1140
929,573,74,85,60,1140
930,573,74,86,60,1140
931,573,74,86,60,1140
932,573,74,85,60,1140
933,573,74,85,60,1140
934,573,74,86,61,1140
935,573,74,86,61,1140
936,573,73,85,61,1140
937,573,73,86,61,1140
938,573,73,86,61,1140
939,574,73,86,60,1140
940,574,73,86,60,1140
941,574,74,86,60,1140
942,574,74,86,60,1140
943,574,74,86,60,1140
944,574,74,86,61,1140
945,574,73,86,61,1140
946,573,74,86,61,1140
947,573,74,86,60,1140
948,573,74,86,60,1140
949,573,74,86,60,1140
950,573,74,86,60,1140
951,573,74,87,60,1140
952,573,74,87,60,1140
953,573,74,87,60,1140
954,573,74,87,60,1140
955,573,73,87,60,1140
956,573,73,87,60,1140
957,573,73,87,60,1140
958,573,74,87,60,1140
959,574,74,87,60,1140
960,574,74,86,60,1140
961,574,73,86,60,1140
962,574,73,86,61,1140
963,573,73,86,61,1140
964,573,73,86,61,1140
965,574,74,86,61,1140
966,574,74,86,61,1140
967,574,74,86,61,1140
968,574,74,86,61,1140
969,574,74,86,61,1140
970,574,74,86,61,1140
971,574,74,86,61,1140
972,574,74,87,61,1140
973,573,74,87,61,1140
974,573,74,87,61,1140
975,573,74,87,61,1140
976,574,76,87,64,1140
977,574,74,87,63,1140
978,574,73,87,63,1140
979,573,73,87,63,1140
980,573,73,87,62,1140
981,573,74,87,65,1140
982,573,73,87,64,1140
983,573,72,87,63,1140
984,573,72,86,62,1140
985,573,72,86,62,1140
986,573,73,86,62,1140
987,573,73,86,62,1140
988,573,73,86,62,1140
989,573,73,86,62,1140
990,573,73,86,62,1140
991,573,75,86,66,1140
992,573,74,86,66,1140
993,572,72,87,65,1140
994,571,74,86,65,1140
995,571,75,87,65,1140
996,573,74,87,65,1140
997,573,73,87,65,1140
998,573,72,86,65,1140
999,573,72,86,64,1140
1000,573,72,86,63,1140
1001,573,73,86,63,1140
1002,573,73,86,62,1140
1003,573,73,86,62,1140
1004,573,73,86,62,1140
1005,573,73,86,62,1140
1006,573,73,86,62,1140
1007,573,73,87,62,1140
1008,573,73,87,62,1140
1009,573,73,87,62,1140
1010,573,73,87,62,1140
1011,572,73,87,62,1140
1012,572,73,87,62,1140
1013,572,73,86,63,1140
1014,572,73,86,63,1140
1015,572,73,86,62,1140
1016,573,73,86,62,1140
1017,573,73,86,62,1140
1018,573,73,86,62,1140
1019,573,73,86,62,1140
1020,573,73,87,63,1140
1021,573,73,87,63,1140
1022,573,74,87,63,1140
1023,573,74,87,63,1140
1024,573,73,87,63,1140
1025,573,74,87,62,1140
1026,573,74,87,62,1140
1027,573,74,87,62,1140
1028,573,74,87,62,1140
1029,570,74,89,66,1140
1030,570,75,89,68,1140
1031,570,73,89,67,1140
1032,572,73,89,66,1140
1033,572,73,88,64,1140
1034,573,73,88,63,1140
1035,573,73,88,63,1140
1036,573,73,88,62,1140
1037,573,74,87,62,1140
1038,573,74,87,62,1140
1039,573,74,87,61,1140
1040,573,74,87,61,1140
1041,573,74,87,61,1140
1042,573,74,87,61,1140
1043,573,74,87,61,1140
1044,573,74,87,61,1140
1045,573,74,87,61,1140
1046,573,74,86,61,1140
1047,573,74,86,61,1140
1048,573,74,86,61,1140
1049,573,74,86,61,1140
1050,573,74,86,60,1140
1051,573,74,86,61,1140
1052,573,75,86,61,1140
1053,573,75,86,60,1140
1054,573,75,86,60,1140
1055,573,77,86,63,1140
1056,573,75,86,62,1140
1057,573,74,86,62,1140
1058,573,74,86,61,1140
1059,573,74,86,61,1140
1060,573,75,86,61,1140
1061,573,75,86,60,1140
1062,573,75,86,60,1140
1063,573,75,86,61,1140
1064,573,75,86,61,1140
1065,572,75,86,61,1140
1066,572,75,86,61,1140
1067,572,75,85,61,1140
1068,573,75,86,61,1140
1069,573,75,86,61,1140
1070,573,75,87,62,1140
1071,573,75,87,62,1140
1072,573,74,87,62,1140
1073,573,74,88,62,1140
1074,572,74,88,62,1140
1075,572,74,88,62,1140
1076,572,74,88,62,1140
1077,573,74,88,61,1140
1078,573,74,87,61,1140
1079,573,74,88,61,1140
1080,573,74,88,61,1140
1081,573,75,88,61,1140
1082,572,75,88,62,1140
1083,573,75,88,62,1140
1084,572,75,88,64,1140
1085,571,75,89,65,1140
1086,571,75,89,60,1140
1087,571,76,89,64,1140
1088,572,75,89,64,1140
1089,572,74,88,63,1140
1090,572,74,88,63,1140
1091,573,74,88,63,1140
1092,573,74,87,62,1140
1093,573,74,87,62,1140
1094,573,74,86,62,1140
1095,573,74,86,62,1140
1096,574,74,86,61,1140
1097,574,74,86,61,1140
1098,574,74,86,61,1140
1099,574,74,87,61,1140
1100,574,74,87,61,1140
1101,574,76,87,65,1140
1102,572,75,87,65,1140
1103,572,75,88,67,1140
1104,571,74,89,69,1140
1105,572,73,88,69,1140
1106,573,73,88,68,1140
1107,572,73,88,66,1140
1108,572,73,87,65,1140
1109,573,73,87,64,1140
1110,572,74,88,64,1140
1111,572,75,88,65,1140
1112,571,75,89,67,1140
1113,570,75,89,69,1140
1114,569,75,90,62,1140
1115,570,76,90,65,1140
1116,571,74,89,64,1140
1117,572,73,89,64,1140
1118,572,74,88,63,1140
1119,573,74,88,63,1140
1120,573,74,87,62,1140
1121,573,74,87,62,1140
1122,573,74,87,62,1140
1123,573,74,87,61,1140
1124,573,74,86,61,1140
1125,574,75,86,60,1140
1126,573,75,86,60,1140
1127,573,75,86,60,1140
1128,573,75,86,59,1140
1129,574,75,86,59,1140
1130,574,75,86,59,1140
1131,574,75,86,60,1140
1132,573,75,86,60,1140
1133,573,75,86,60,1140
1134,573,75,86,60,1140
1135,573,75,86,60,1140
1136,573,75,85,60,1140
1137,573,75,85,60,1140
1138,573,75,86,60,1140
1139,573,75,86,60,1140
1140,574,75,86,61,1140
1141,574,75,85,61,1140
1142,574,75,86,61,1140
1143,574,75,86,61,1140
1144,574,75,86,61,1140
1145,574,75,86,61,1140
1146,574,75,86,61,1140
1147,574,75,86,61,1140
1148,573,75,86,61,1140
1149,573,75,87,62,1140
1150,573,75,87,62,1140
1151,573,75,87,63,1140
1152,573,74,87,63,1140
1153,573,74,87,63,1140
1154,573,74,87,64,1140
1155,573,74,88,64,1140
1156,573,74,87,64,1140
1157,573,74,87,63,1140
1158,573,74,87,62,1140
1159,574,74,87,62,1140
1160,574,74,87,61,1140
1161,574,74,87,61,1140
1162,574,74,86,60,1140
1163,574,74,86,60,1140
1164,573,75,86,60,1140
1165,573,75,86,61,1140
1166,573,75,86,61,1140
1167,573,75,86,61,1140
1168,572,75,86,61,1140
1169,572,75,87,61,1140
1170,572,75,86,61,1140
1171,572,75,87,61,1140
1172,573,74,87,61,1140
1173,573,75,87,62,1140
1174,572,74,87,62,1140
1175,573,74,87,61,1140
1176,573,74,86,61,1140
1177,572,74,86,61,1140
1178,573,74,86,61,1140
1179,573,75,86,60,1140
1180,574,75,86,60,1140
1181,573,75,86,60,1140
1182,573,75,86,60,1140
1183,573,75,86,60,1140
1184,574,75,86,60,1140
1185,574,75,86,60,1140
1186,573,75,86,60,1140
1187,573,75,86,60,1140
1188,573,75,86,60,1140
1189,573,75,86,59,1140
1190,573,75,86,59,1140
1191,573,75,86,59,1140
1192,573,75,86,59,1140
1193,573,75,86,59,1140
1194,573,75,86,59,1140
1195,574,75,86,59,1140
1196,574,75,86,59,1140
1197,573,75,86,59,1140
1198,573,75,86,59,1140
1199,573,75,86,59,1140
1200,573,75,86,59,1140
1201,573,75,86,60,1140
1202,573,75,86,60,1140
1203,574,75,86,60,1140
1204,573,75,86,60,1140
1205,573,75,86,61,1140
1206,573,75,86,61,1140
1207,573,75,86,61,1140
1208,573,75,86,61,1140
1209,573,75,86,60,1140
1210,573,75,86,60,1140
1211,573,75,86,60,1140
1212,573,75,86,60,1140
1213,573,75,86,60,1140
1214,573,75,86,60,1140
1215,573,75,86,60,1140
1216,573,75,86,60,1140
1217,572,75,86,60,1140
1218,572,75,87,61,1140
1219,572,75,87,61,1140
1220,572,75,87,62,1140
1221,572,74,88,62,1140
1222,571,74,88,62,1140
1223,572,74,88,62,1140
1224,571,74,88,63,1140
1225,571,74,88,63,1140
1226,572,74,88,63,1140
